餐厅名称,城市,区域,美食类型,综合评分,口味评分,环境评分,服务评分,人均消费(元),点评数量,地址,推荐菜,推荐菜_清洗,价格等级,评分等级,口碑均衡度,热门度,推荐菜列表,是否高性价比
花园馆,广州,荔湾区,西餐,4.1,3.8,4.3,4.1,121.0,196,广州荔湾区珠江新城路33号,汉堡、提拉米苏、意面,汉堡、拉米、面,中高(101-200),优秀(4-4.5),0.25,5.36,"['汉堡', '提拉米苏', '意面']",False
鹏码头,上海,闵行区,火锅,3.6,3.4,3.0,3.6,156.0,413,上海闵行区太古里延安弄327号,藕片、肥牛、鸭血,藕片、肥牛、,中高(101-200),良好(3.5-4),0.31,10.06,"['藕片', '肥牛', '鸭血']",False
韩国料理,南京,秦淮区,韩国料理,4.7,4.9,5.0,4.3,84.0,80,南京秦淮区万象城中山街308号,紫菜包饭、烤肉、泡菜汤,菜包饭、烤肉、泡菜,中等(61-100),卓越(≥4.5),0.38,2.41,"['紫菜包饭', '烤肉', '泡菜汤']",False
咖啡料理,广州,白云区,咖啡厅,3.5,3.0,3.1,3.4,23.0,134,广州白云区上下九街53号,美式咖啡、抹茶拿铁、华夫饼,美咖啡、抹茶拿、华夫饼,低消费(≤30),一般(3-3.5),0.21,3.09,"['美式咖啡', '抹茶拿铁', '华夫饼']",False
湘菜,重庆,江北区,湘菜,3.9,4.3,3.6,4.4,57.0,168,重庆江北区恒隆广场北城天街大道390号,辣椒炒肉、剁椒鱼头、臭豆腐,辣椒炒肉、剁椒、臭豆腐,中低(31-60),良好(3.5-4),0.44,4.35,"['辣椒炒肉', '剁椒鱼头', '臭豆腐']",False
穗咖啡坊,武汉,武昌区,咖啡厅,4.1,4.1,3.7,4.2,45.0,875,武汉武昌区龙湖天街光谷街201号,拿铁、提拉米苏、美式咖啡,拿、拉米、美咖啡,中低(31-60),优秀(4-4.5),0.26,24.43,"['拿铁', '提拉米苏', '美式咖啡']",True
东南亚菜,成都,青羊区,东南亚菜,4.4,4.3,4.1,4.4,101.0,422,成都青羊区天府路783号,烤肉串、青木瓜沙拉、越南河粉,烤肉串、青木瓜沙拉、南河粉,中高(101-200),优秀(4-4.5),0.15,12.57,"['烤肉串', '青木瓜沙拉', '越南河粉']",False
小吃,上海,静安区,小吃快餐,3.3,3.2,3.2,2.9,31.0,9,上海静安区南京路543号B2层,凉皮、麻辣烫、煎饼果子,凉皮、麻辣、煎饼果,中低(31-60),一般(3-3.5),0.17,0.09,"['凉皮', '麻辣烫', '煎饼果子']",False
锅贴,南京,玄武区,小吃快餐,4.0,3.9,3.9,4.3,13.0,123,南京玄武区来福士湖南路670号6楼,肉夹馍、小笼包、锅贴,肉夹馍、笼包、锅,低消费(≤30),良好(3.5-4),0.23,3.23,"['肉夹馍', '小笼包', '锅贴']",True
湘东南亚菜,上海,浦东新区,东南亚菜,4.2,4.2,4.0,4.4,61.0,39,上海浦东新区世纪路947号,菠萝饭、青木瓜沙拉、冬阴功汤,菠萝饭、青木瓜沙拉、冬功,中等(61-100),优秀(4-4.5),0.2,0.98,"['菠萝饭', '青木瓜沙拉', '冬阴功汤']",True
御私房居,苏州,工业园区,私房菜,4.3,3.9,4.1,4.6,233.5,7,苏州工业园区ifc观前路448号B1层,创意融合菜、招牌煲仔、招牌蒸鱼,创融合菜、牌煲、牌,高端(>200),优秀(4-4.5),0.36,0.06,"['创意融合菜', '招牌煲仔', '招牌蒸鱼']",False
西餐,成都,锦江区,西餐,3.5,3.5,3.1,3.5,121.0,2087,成都锦江区凯德天府街731号1楼,汉堡、沙拉、意面,汉堡、沙拉、面,中高(101-200),一般(3-3.5),0.23,49.9,"['汉堡', '沙拉', '意面']",False
本帮菜,广州,荔湾区,本帮菜,3.7,3.8,3.9,3.7,97.0,75,广州荔湾区万象城天河路92号,糖醋排骨、红烧肉、酒酿圆子,醋排骨、红烧肉、酒酿,中等(61-100),良好(3.5-4),0.1,1.77,"['糖醋排骨', '红烧肉', '酒酿圆子']",False
西餐,北京,西城区,西餐,4.0,3.7,3.8,4.1,222.0,794,北京西城区太古里望京巷802号南区1层,奶油蘑菇汤、沙拉、意面,奶蘑菇、沙拉、面,高端(>200),良好(3.5-4),0.21,21.61,"['奶油蘑菇汤', '沙拉', '意面']",False
韩国料理阁,苏州,工业园区,韩国料理,4.1,4.2,4.3,4.0,110.0,16,苏州工业园区太古里金鸡湖大道182号南区3层,炒年糕、炸鸡、泡菜汤,炒年糕、鸡、泡菜,中高(101-200),优秀(4-4.5),0.15,0.31,"['炒年糕', '炸鸡', '泡菜汤']",False
韩国食堂,苏州,工业园区,韩国料理,3.3,3.0,3.6,3.2,93.0,222,苏州工业园区金鸡湖大道852号6楼,炸鸡、冷面、大酱汤,鸡、冷面、大酱,中等(61-100),一般(3-3.5),0.31,4.9,"['炸鸡', '冷面', '大酱汤']",False
百年,深圳,罗湖区,面馆,3.4,3.1,4.1,3.7,22.0,29,深圳罗湖区深南街674号B2层,兰州拉面、热干面、牛肉面,兰拉面、热干面、牛肉面,低消费(≤30),一般(3-3.5),0.5,0.56,"['兰州拉面', '热干面', '牛肉面']",False
东南亚菜楼,南京,秦淮区,东南亚菜,3.9,4.0,3.9,4.0,97.0,2562,南京秦淮区玄武弄708号5楼,青木瓜沙拉、芒果糯米饭、烤肉串,青木瓜沙拉、芒果糯米饭、烤肉串,中等(61-100),良好(3.5-4),0.06,68.29,"['青木瓜沙拉', '芒果糯米饭', '烤肉串']",False
龙日料,北京,海淀区,日料,3.7,3.8,3.7,3.4,167.0,136,北京海淀区大悦城王府井街953号,拉面、天妇罗、三文鱼刺身,拉面、妇罗、三刺,中高(101-200),良好(3.5-4),0.21,3.32,"['拉面', '天妇罗', '三文鱼刺身']",False
东南亚菜,武汉,洪山区,东南亚菜,3.9,3.8,3.9,3.7,87.0,27,武汉洪山区大悦城江汉街211号,冬阴功汤、烤肉串、青木瓜沙拉,冬功、烤肉串、青木瓜沙拉,中等(61-100),良好(3.5-4),0.1,0.59,"['冬阴功汤', '烤肉串', '青木瓜沙拉']",False
争鲜舍,武汉,武昌区,日料,3.7,3.5,3.9,3.7,127.0,31,武汉武昌区大悦城司门口街321号,鳗鱼饭、天妇罗、章鱼小丸子,鳗饭、妇罗、,中高(101-200),良好(3.5-4),0.2,0.66,"['鳗鱼饭', '天妇罗', '章鱼小丸子']",False
蜀小笼,重庆,沙坪坝区,小吃快餐,3.8,3.6,3.5,3.5,23.0,340,重庆沙坪坝区万达广场北城天街巷635号,锅贴、酸辣粉、生煎,锅、辣粉、煎,低消费(≤30),良好(3.5-4),0.06,8.72,"['锅贴', '酸辣粉', '生煎']",False
大海鲜,重庆,九龙坡区,海鲜,3.3,3.3,2.7,3.5,233.5,59,重庆九龙坡区万象城观音桥巷580号,清蒸石斑鱼、椒盐皮皮虾、蒜蓉生蚝,清斑、椒皮皮、蓉蚝,高端(>200),一般(3-3.5),0.42,1.22,"['清蒸石斑鱼', '椒盐皮皮虾', '蒜蓉生蚝']",False
本帮,成都,成华区,本帮菜,3.8,3.8,3.4,3.9,44.0,1378,成都成华区凯德天府路450号B1层,生煎包、酒酿圆子、糖醋排骨,煎包、酒酿、醋排骨,中低(31-60),良好(3.5-4),0.26,35.73,"['生煎包', '酒酿圆子', '糖醋排骨']",False
一味,苏州,吴中区,日料,3.4,3.2,3.5,3.0,117.0,16,苏州吴中区万达广场平江巷941号,天妇罗、拉面、炸猪排,妇罗、拉面、排,中高(101-200),一般(3-3.5),0.25,0.26,"['天妇罗', '拉面', '炸猪排']",False
川菜,成都,武侯区,川菜,3.5,3.4,3.5,3.3,75.0,30,成都武侯区凯德建设大道466号,夫妻肺片、宫保鸡丁、水煮鱼,夫妻肺片、宫保鸡丁、,中等(61-100),一般(3-3.5),0.1,0.6,"['夫妻肺片', '宫保鸡丁', '水煮鱼']",False
私房菜堂,成都,锦江区,私房菜,3.1,3.4,3.2,2.8,201.0,105,成都锦江区龙湖天街春熙路642号4楼,招牌煲仔、创意融合菜、功夫汤,牌煲、创融合菜、功夫,高端(>200),一般(3-3.5),0.31,2.12,"['招牌煲仔', '创意融合菜', '功夫汤']",False
小佩姐,南京,玄武区,火锅,4.3,4.4,4.0,4.7,72.0,13,南京玄武区凯德百家湖大道744号,鸭肠、午餐肉、虾滑,肠、餐肉、滑,中等(61-100),优秀(4-4.5),0.35,0.24,"['鸭肠', '午餐肉', '虾滑']",True
火锅料理,深圳,宝安区,火锅,4.2,4.3,4.1,4.2,81.0,91,深圳宝安区太古里深南大道377号北区1层,豆皮、黄喉、藕片,豆皮、黄喉、藕片,中等(61-100),优秀(4-4.5),0.1,2.47,"['豆皮', '黄喉', '藕片']",False
蓉马旺子,重庆,九龙坡区,川菜,3.1,3.0,2.9,3.0,30.0,353,重庆九龙坡区观音桥路604号,回锅肉、宫保鸡丁、鱼香肉丝,回锅肉、宫保鸡丁、肉,低消费(≤30),一般(3-3.5),0.06,7.39,"['回锅肉', '宫保鸡丁', '鱼香肉丝']",False
川菜餐厅,杭州,余杭区,川菜,3.8,4.1,3.7,3.6,47.0,260,杭州余杭区ifc文三街507号西区2层,鱼香肉丝、麻婆豆腐、担担面,肉、麻婆豆腐、担担面,中低(31-60),良好(3.5-4),0.26,6.64,"['鱼香肉丝', '麻婆豆腐', '担担面']",False
鹏火锅舍,上海,虹口区,火锅,4.0,3.9,4.2,4.1,199.0,46,上海虹口区太古里南京大道221号,鸭血、黄喉、藕片,、黄喉、藕片,中高(101-200),良好(3.5-4),0.15,1.12,"['鸭血', '黄喉', '藕片']",False
小吃料理,南京,建邺区,小吃快餐,4.0,4.1,3.7,3.9,22.0,56,南京建邺区湖南巷748号2楼,煎饼果子、肉夹馍、生煎,煎饼果、肉夹馍、煎,低消费(≤30),良好(3.5-4),0.2,1.4,"['煎饼果子', '肉夹馍', '生煎']",True
东北居,苏州,姑苏区,烧烤,4.2,4.1,3.7,4.2,56.0,247,苏州姑苏区平江大道130号,烤茄子、烤馒头、羊肉串,烤茄、烤馒、肉串,中低(31-60),优秀(4-4.5),0.26,6.96,"['烤茄子', '烤馒头', '羊肉串']",True
盛烧烤舍,重庆,渝中区,烧烤,3.7,3.4,3.9,3.8,46.0,31,重庆渝中区大悦城观音桥弄3号1楼,烤茄子、骨肉相连、烤鸡翅,烤茄、骨肉连、烤鸡翅,中低(31-60),良好(3.5-4),0.26,0.66,"['烤茄子', '骨肉相连', '烤鸡翅']",False
扒房记,广州,越秀区,西餐,4.2,3.8,3.9,4.2,73.0,41,广州越秀区来福士天河弄690号,烤鸡、意面、沙拉,烤鸡、面、沙拉,中等(61-100),优秀(4-4.5),0.21,1.04,"['烤鸡', '意面', '沙拉']",True
火锅食堂,武汉,江岸区,火锅,3.8,4.0,3.9,3.8,87.0,29,武汉江岸区太古里楚河汉街路955号,酥肉、肥牛、藕片,肉、肥牛、藕片,中等(61-100),良好(3.5-4),0.1,0.62,"['酥肉', '肥牛', '藕片']",False
品海鲜馆,上海,虹口区,海鲜,3.8,3.8,3.4,3.8,120.0,49,上海虹口区淮海路944号南区2层,椒盐皮皮虾、白灼虾、海胆蒸蛋,椒皮皮、白、海胆蛋,中高(101-200),良好(3.5-4),0.23,1.15,"['椒盐皮皮虾', '白灼虾', '海胆蒸蛋']",False
百年阁,重庆,江北区,面馆,3.7,3.6,3.3,3.6,30.0,474,重庆江北区南滨街77号,热干面、兰州拉面、臊子面,热干面、兰拉面、臊面,低消费(≤30),良好(3.5-4),0.17,11.88,"['热干面', '兰州拉面', '臊子面']",False
烤场庄,成都,金牛区,烧烤,3.7,3.2,3.4,3.8,39.0,947,成都金牛区太古里大道152号B1层,烤韭菜、扇贝、羊肉串,烤韭菜、扇贝、肉串,中低(31-60),良好(3.5-4),0.31,23.87,"['烤韭菜', '扇贝', '羊肉串']",False
大食堂,杭州,上城区,小吃快餐,4.3,4.2,3.8,4.2,12.0,530,杭州上城区文三巷382号,锅贴、小笼包、肉夹馍,锅、笼包、肉夹馍,低消费(≤30),优秀(4-4.5),0.23,15.46,"['锅贴', '小笼包', '肉夹馍']",True
川菜餐厅,武汉,洪山区,川菜,3.9,4.2,3.5,3.9,35.0,203,武汉洪山区龙湖天街街道口巷177号,担担面、水煮鱼、麻婆豆腐,担担面、、麻婆豆腐,中低(31-60),良好(3.5-4),0.35,5.29,"['担担面', '水煮鱼', '麻婆豆腐']",False
咖啡厅,上海,嘉定区,咖啡厅,3.4,3.2,2.7,3.4,64.0,108,上海嘉定区浦东巷558号,芝士蛋糕、美式咖啡、华夫饼,蛋糕、美咖啡、华夫饼,中等(61-100),一般(3-3.5),0.36,2.4,"['芝士蛋糕', '美式咖啡', '华夫饼']",False
阿坎,苏州,工业园区,火锅,4.0,4.3,3.6,4.7,63.0,982,苏州工业园区大悦城山塘弄836号6楼,鸭血、午餐肉、肥牛,、餐肉、肥牛,中等(61-100),良好(3.5-4),0.56,26.76,"['鸭血', '午餐肉', '肥牛']",True
自助,广州,越秀区,自助餐,3.2,3.0,2.9,2.7,124.0,3177,广州越秀区珠江新城巷39号,寿司、小龙虾、烤牛排,、龙、烤牛排,中高(101-200),一般(3-3.5),0.15,69.51,"['寿司', '小龙虾', '烤牛排']",False
金韩国居,上海,虹口区,韩国料理,3.9,3.9,4.0,3.8,148.0,5,上海虹口区大悦城淮海大道722号,炒年糕、烤肉、大酱汤,炒年糕、烤肉、大酱,中高(101-200),良好(3.5-4),0.1,0.0,"['炒年糕', '烤肉', '大酱汤']",False
川菜,广州,荔湾区,川菜,4.0,3.5,3.8,3.9,67.0,3061,广州荔湾区大悦城珠江新城街747号B2层,辣子鸡、麻婆豆腐、担担面,辣鸡、麻婆豆腐、担担面,中等(61-100),良好(3.5-4),0.21,83.71,"['辣子鸡', '麻婆豆腐', '担担面']",True
面包甜点轩,苏州,工业园区,面包甜点,3.7,3.3,3.3,4.0,35.0,1336,苏州工业园区凯德山塘街256号,菠萝包、慕斯蛋糕、马卡龙,菠萝包、慕蛋糕、马卡龙,中低(31-60),良好(3.5-4),0.4,33.73,"['菠萝包', '慕斯蛋糕', '马卡龙']",False
味火锅坊,南京,建邺区,火锅,4.8,4.7,4.4,4.8,109.0,140,南京建邺区湖南大道975号1楼,藕片、肥牛、黄喉,藕片、肥牛、黄喉,中高(101-200),卓越(≥4.5),0.21,4.44,"['藕片', '肥牛', '黄喉']",False
品湘菜记,重庆,渝中区,湘菜,3.6,3.4,3.3,3.5,48.0,133,重庆渝中区观音桥街420号,辣椒炒肉、小炒肉、农家一碗香,辣椒炒肉、炒肉、农家,中低(31-60),良好(3.5-4),0.1,3.16,"['辣椒炒肉', '小炒肉', '农家一碗香']",False
九宫格记,苏州,相城区,火锅,4.2,4.4,3.9,4.3,122.0,51,苏州相城区太湖路316号,肥牛、鸭肠、毛肚,肥牛、肠、毛肚,中高(101-200),优秀(4-4.5),0.26,1.32,"['肥牛', '鸭肠', '毛肚']",False
盛小吃馆,南京,玄武区,小吃快餐,3.1,3.2,2.8,2.9,21.0,205,南京玄武区新街口大道828号,凉皮、锅贴、生煎,凉皮、锅、煎,低消费(≤30),一般(3-3.5),0.21,4.25,"['凉皮', '锅贴', '生煎']",False
阿厨房,重庆,沙坪坝区,西餐,3.5,3.4,3.3,3.7,169.0,170,重庆沙坪坝区解放碑巷81号,披萨、牛排、沙拉,披萨、牛排、沙拉,中高(101-200),一般(3-3.5),0.21,3.95,"['披萨', '牛排', '沙拉']",False
老汤,成都,高新区,面馆,3.5,3.7,3.6,3.0,12.0,64,成都高新区春熙巷154号,馄饨、兰州拉面、牛肉面,馄饨、兰拉面、牛肉面,低消费(≤30),一般(3-3.5),0.38,1.41,"['馄饨', '兰州拉面', '牛肉面']",False
福日料庄,重庆,南岸区,日料,3.9,4.2,3.5,3.8,165.0,305,重庆南岸区南滨大道21号3楼,章鱼小丸子、三文鱼刺身、寿司拼盘,、三刺、拼盘,中高(101-200),良好(3.5-4),0.35,8.01,"['章鱼小丸子', '三文鱼刺身', '寿司拼盘']",False
小吃,北京,西城区,小吃快餐,3.9,3.8,4.3,3.9,18.0,44,北京西城区凯德五道口弄889号,肉夹馍、酸辣粉、麻辣烫,肉夹馍、辣粉、麻辣,低消费(≤30),良好(3.5-4),0.26,1.04,"['肉夹馍', '酸辣粉', '麻辣烫']",False
韩国,广州,番禺区,韩国料理,4.1,4.1,4.3,3.7,128.0,287,广州番禺区龙湖天街江南西路698号B1层,炒年糕、紫菜包饭、石锅拌饭,炒年糕、菜包饭、锅拌饭,中高(101-200),优秀(4-4.5),0.31,7.92,"['炒年糕', '紫菜包饭', '石锅拌饭']",False
御眉州,武汉,汉阳区,川菜,4.2,4.1,4.2,4.5,65.0,28,武汉汉阳区恒隆广场武广街663号2楼,麻婆豆腐、回锅肉、水煮鱼,麻婆豆腐、回锅肉、,中等(61-100),优秀(4-4.5),0.21,0.66,"['麻婆豆腐', '回锅肉', '水煮鱼']",True
德庄店,上海,闵行区,火锅,4.2,4.3,4.2,4.0,196.0,11,上海闵行区太古里世纪弄845号B2层,虾滑、豆皮、鸭血,滑、豆皮、,中高(101-200),优秀(4-4.5),0.15,0.17,"['虾滑', '豆皮', '鸭血']",False
盛私房菜,成都,成华区,私房菜,3.3,3.2,3.0,3.4,217.0,313,成都成华区太古里春熙弄414号,招牌蒸鱼、创意融合菜、招牌煲仔,牌、创融合菜、牌煲,高端(>200),一般(3-3.5),0.2,6.96,"['招牌蒸鱼', '创意融合菜', '招牌煲仔']",False
韩国料理居,杭州,拱墅区,韩国料理,3.3,3.5,2.4,2.9,112.0,344,杭州拱墅区文三街861号6楼,炸鸡、炒年糕、冷面,鸡、炒年糕、冷面,中高(101-200),一般(3-3.5),0.55,7.66,"['炸鸡', '炒年糕', '冷面']",False
湘菜,重庆,江北区,湘菜,3.4,3.3,3.1,3.5,48.0,5020,重庆江北区解放碑弄595号B1层,臭豆腐、口味虾、辣椒炒肉,臭豆腐、口、辣椒炒肉,中低(31-60),一般(3-3.5),0.2,116.77,"['臭豆腐', '口味虾', '辣椒炒肉']",False
渝咖啡轩,南京,江宁区,咖啡厅,3.1,3.3,3.5,3.7,36.0,6,南京江宁区万达广场百家湖街321号,芝士蛋糕、美式咖啡、抹茶拿铁,蛋糕、美咖啡、抹茶拿,中低(31-60),一般(3-3.5),0.2,0.02,"['芝士蛋糕', '美式咖啡', '抹茶拿铁']",False
湘菜餐厅,广州,番禺区,湘菜,4.7,4.4,4.6,5.0,46.0,1809,广州番禺区上下九街749号,辣椒炒肉、臭豆腐、蒸排骨,辣椒炒肉、臭豆腐、排骨,中低(31-60),卓越(≥4.5),0.31,58.07,"['辣椒炒肉', '臭豆腐', '蒸排骨']",True
小厨,深圳,福田区,小吃快餐,3.8,3.7,4.0,4.0,35.0,150,深圳福田区海岸城街351号4楼,小笼包、锅贴、肉夹馍,笼包、锅、肉夹馍,中低(31-60),良好(3.5-4),0.17,3.77,"['小笼包', '锅贴', '肉夹馍']",False
惠食佳,广州,越秀区,粤菜,4.1,4.3,4.0,4.4,141.0,2169,广州越秀区来福士上下九路678号,白切鸡、虾饺、煲仔饭,白鸡、饺、煲饭,中高(101-200),优秀(4-4.5),0.21,60.76,"['白切鸡', '虾饺', '煲仔饭']",False
烧烤料理,北京,丰台区,烧烤,3.7,3.6,3.6,3.7,107.0,105,北京丰台区望京路804号,烤韭菜、骨肉相连、扇贝,烤韭菜、骨肉连、扇贝,中高(101-200),良好(3.5-4),0.06,2.53,"['烤韭菜', '骨肉相连', '扇贝']",False
福粤菜,重庆,江北区,粤菜,4.0,4.0,3.7,4.3,81.0,215,重庆江北区凯德解放碑弄686号,虾饺、煲仔饭、干炒牛河,饺、煲饭、干炒牛河,中等(61-100),良好(3.5-4),0.3,5.75,"['虾饺', '煲仔饭', '干炒牛河']",False
湘菜料理,杭州,余杭区,湘菜,2.6,2.7,2.5,2.7,52.0,743,杭州余杭区ifc延安路10号2楼,蒸排骨、口味虾、辣椒炒肉,排骨、口、辣椒炒肉,中低(31-60),较差(<3),0.12,13.14,"['蒸排骨', '口味虾', '辣椒炒肉']",False
品炳胜,北京,通州区,粤菜,3.2,3.1,3.2,3.0,161.0,731,北京通州区来福士长安街107号B2层,豉汁蒸排骨、煲仔饭、虾饺,豉排骨、煲饭、饺,中高(101-200),一般(3-3.5),0.1,15.91,"['豉汁蒸排骨', '煲仔饭', '虾饺']",False
本帮菜居,苏州,姑苏区,本帮菜,3.3,3.3,3.4,3.1,61.0,1509,苏州姑苏区金鸡湖街494号B2层,红烧肉、生煎包、八宝鸭,红烧肉、煎包、八宝,中等(61-100),一般(3-3.5),0.15,33.99,"['红烧肉', '生煎包', '八宝鸭']",False
大海底风味,广州,番禺区,火锅,4.2,4.4,3.6,4.5,124.0,753,广州番禺区龙湖天街北京路街81号4楼,肥牛、午餐肉、虾滑,肥牛、餐肉、滑,中高(101-200),优秀(4-4.5),0.49,21.51,"['肥牛', '午餐肉', '虾滑']",False
花隐阁,武汉,光谷,日料,4.4,4.4,4.7,4.5,227.0,850,武汉光谷大悦城武广街865号北区3层,味噌汤、拉面、章鱼小丸子,噌、拉面、,高端(>200),优秀(4-4.5),0.15,25.46,"['味噌汤', '拉面', '章鱼小丸子']",False
锦小吃,北京,海淀区,小吃快餐,2.9,2.9,2.8,2.7,38.0,1743,北京海淀区万达广场五道口街842号B2层,酸辣粉、凉皮、肉夹馍,辣粉、凉皮、肉夹馍,中低(31-60),较差(<3),0.1,34.52,"['酸辣粉', '凉皮', '肉夹馍']",False
川菜餐厅,南京,玄武区,川菜,3.9,3.8,3.5,4.3,64.0,1542,南京玄武区河西巷859号B2层,麻婆豆腐、夫妻肺片、宫保鸡丁,麻婆豆腐、夫妻肺片、宫保鸡丁,中等(61-100),良好(3.5-4),0.4,41.05,"['麻婆豆腐', '夫妻肺片', '宫保鸡丁']",False
湘菜坊,广州,天河区,湘菜,3.9,3.8,3.5,3.7,60.0,5829,广州天河区恒隆广场客村街142号南区3层,臭豆腐、农家一碗香、小炒肉,臭豆腐、农家、炒肉,中低(31-60),良好(3.5-4),0.15,155.55,"['臭豆腐', '农家一碗香', '小炒肉']",False
面庄,深圳,福田区,面馆,3.3,2.9,3.5,3.6,31.0,593,深圳福田区东门弄293号4楼,葱油拌面、馄饨、牛肉面,葱拌面、馄饨、牛肉面,中低(31-60),一般(3-3.5),0.38,13.29,"['葱油拌面', '馄饨', '牛肉面']",False
鹏火锅阁,上海,静安区,火锅,4.0,4.0,3.7,4.0,114.0,928,上海静安区淮海弄889号B1层,毛肚、虾滑、肥牛,毛肚、滑、肥牛,中高(101-200),良好(3.5-4),0.17,25.28,"['毛肚', '虾滑', '肥牛']",False
鑫本帮菜,杭州,余杭区,本帮菜,4.2,4.3,3.6,4.4,136.0,39,杭州余杭区文三弄560号6楼,红烧肉、酒酿圆子、油爆虾,红烧肉、酒酿、爆,中高(101-200),优秀(4-4.5),0.44,0.98,"['红烧肉', '酒酿圆子', '油爆虾']",False
沪素食阁,北京,东城区,素食,2.8,2.8,2.5,3.0,49.0,323,北京东城区恒隆广场三里屯路158号B1层,素火腿、罗汉斋、素饺子,火、罗汉、饺,中低(31-60),较差(<3),0.25,6.1,"['素火腿', '罗汉斋', '素饺子']",False
鮨阁,成都,成华区,日料,4.4,4.3,4.3,4.3,121.0,50,成都成华区龙湖天街太古里弄544号,炸猪排、鳗鱼饭、章鱼小丸子,排、鳗饭、,中高(101-200),优秀(4-4.5),0.0,1.36,"['炸猪排', '鳗鱼饭', '章鱼小丸子']",False
炳胜,苏州,相城区,粤菜,3.8,4.1,3.6,3.6,76.0,5122,苏州相城区大悦城狮山弄457号,烧鹅、虾饺、叉烧,烧鹅、饺、叉烧,中等(61-100),良好(3.5-4),0.29,133.16,"['烧鹅', '虾饺', '叉烧']",False
鑫韩国庄,北京,东城区,韩国料理,3.8,3.8,4.1,3.9,164.0,382,北京东城区长安巷735号,大酱汤、紫菜包饭、烤肉,大酱、菜包饭、烤肉,中高(101-200),良好(3.5-4),0.15,9.81,"['大酱汤', '紫菜包饭', '烤肉']",False
老本帮居,重庆,渝中区,本帮菜,3.0,3.2,2.3,2.8,72.0,383,重庆渝中区九街弄65号B1层,蟹粉豆腐、酒酿圆子、油爆虾,粉豆腐、酒酿、爆,中等(61-100),较差(<3),0.45,7.77,"['蟹粉豆腐', '酒酿圆子', '油爆虾']",False
